identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;localite;pays;latitude;longitude;latlon;precision_du_geocodage;numero_de_telephone;changeur_de_monnaie;distributeur_de_billets;distributeur_de_timbres;photocopie;distributeur_pret_a_poster;affranchissement_libre_service;bornes_de_rechargement_moneo;accessibilite_absence_de_ressaut_de_plus_de_2_cm_de_haut;accessibilite_automate_d_affranchissement_avec_prise_audio;accessibilite_boucle_magnetique_en_etat_de_fonctionnement;accessibilite_distributeur_de_billets_avec_prise_audio;accessibilite_entree_autonome_en_fauteuil_roulant_possible;accessibilite_pas_d_escalier_ou_bandes_de_vigilance_presentes;accessibilite_presence_d_un_panneau_prioritaire;accessibilite_borne_sonore_en_etat_de_fonctionnement;accessibilite_espace_de_circulation_interieur_suffisant_pour_pmr;accessibilite_presence_d_un_espace_confidentiel_accessible_pmr;accessibilite_presence_d_un_gab_externe_accessible_pmr;accessibilite_presence_d_un_guichet_surbaisse_ou_d_un_ecritoire;accessibilite_presence_d_une_bande_de_guidage_au_sol
00641A;REILLANNE BP;Bureau de poste;COURS THIERRY D ARGENLIEU;;;4110.0;REILLANNE;FRANCE;43.879699;5.66067;43.879699, 5.66067;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non
00649A;SAINT ETIENNE LES ORGUES BP;Bureau de poste;BOULEVARD DU 6 JUIN 1944;;;4230.0;ST ETIENNE LES ORGUES;FRANCE;44.043507;5.781;44.043507, 5.781;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
00652A;SAINT PAUL SUR UBAYE AP;Agence postale;PLACE DE L EGLISE;;;4530.0;ST PAUL SUR UBAYE;FRANCE;44.5152;6.751833;44.5152, 6.751833;Géocodé au centre de la commune;492843109.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00653A;SAINTE TULLE BP;Bureau de poste;ESPLANADE MAX TROUCHE;;;4220.0;STE TULLE;FRANCE;43.786774;5.76584;43.786774, 5.76584;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00656A;SEYNE LES ALPES;Bureau de poste;PLACE D ARMES;;;4140.0;SEYNE LES ALPES;FRANCE;44.35223;6.357114;44.35223, 6.357114;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non
00660A;THOARD BP;Bureau de poste;LE SERRE;;;4380.0;THOARD;FRANCE;44.147798;6.14534;44.147798, 6.14534;Géocodé au milieu de la rue;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00662A;THORAME HAUTE AP;Agence postale;;;THORAME HAUTE VILLAGE;4170.0;THORAME HAUTE;FRANCE;44.097192;6.555245;44.097192, 6.555245;Géocodé au centre de la commune;492839168.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00668A;VILLARS COLMARS AP;Agence postale;QUARTIER VIERARON;;;4370.0;VILLARS COLMARS;FRANCE;44.167998;6.611294;44.167998, 6.611294;Géocodé au milieu de la rue;492834402.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00671A;VOLX;Bureau de poste;SQUARE CELESTIN RIGOLLET;;;4130.0;VOLX;FRANCE;43.873293;5.842086;43.873293, 5.842086;Géocodé au centre de la commune;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Oui;Non
00673A;DIGNE TIVOLI BP;Bureau de poste;73 AVENUE DE VERDUN;QUARTIER DU TIVOLI;CENTRE COMMERCIAL;4000.0;DIGNE LES BAINS;FRANCE;44.086594;6.214332;44.086594, 6.214332;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non
00674A;LA FOUX D ALLOS BP;Bureau de poste;LA MAISON DE LA FOUX ALLOS;;LA FOUX D ALLOS;4260.0;ALLOS;FRANCE;44.290104;6.569434;44.290104, 6.569434;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00681A;ASPRES SUR BUECH BP;Bureau de poste;AVENUE DE LA GARE;;;5140.0;ASPRES SUR BUECH;FRANCE;44.522297;5.75171;44.522297, 5.75171;Géocodé au centre de la commune;3631.0;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non
00683A;BARRET SUR MEOUGE AP;Agence postale;LE VILLAGE;;;5300.0;BARRET SUR MEOUGE;FRANCE;44.262697;5.733628;44.262697, 5.733628;Géocodé au centre de la commune;492650548.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00696A;L EPINE AP;Agence postale;;;LE VILLAGE;5700.0;L EPINE;FRANCE;44.417392;5.617138;44.417392, 5.617138;Géocodé au centre de la commune;492460417.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00703A;GUILLESTRE;Bureau de poste;HLM CHAMP DE FOIRE;;;5600.0;GUILLESTRE;FRANCE;44.6613;6.64925;44.6613, 6.64925;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00708A;MONTDAUPHIN AP;Relais poste commerçant;PLACE DE L ARSENAL;EN FAZ SALLE DE REMISE EN FORME;;5600.0;MONT DAUPHIN;FRANCE;44.668595;6.624138;44.668595, 6.624138;Géocodé au centre de la commune;689185540.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00709A;MONTGENEVRE BP;Bureau de poste;1 RUE DE L EGLISE;LA VOIE ROMAINE;;5100.0;MONTGENEVRE;FRANCE;44.93119;6.722302;44.93119, 6.722302;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00717A;LE POET AP;Agence postale;22 ROUTE NAPOLEON;;;5300.0;LE POET;FRANCE;44.293695;5.896039;44.293695, 5.896039;Géocodé au centre de la commune;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00728A;SAINT CREPIN BP;Bureau de poste;ROUTE NATIONALE DE BRIANCON;;;5600.0;ST CREPIN;FRANCE;44.708133;6.606628;44.708133, 6.606628;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00736A;SAINT MARTIN DE QUEYRIERES AP;Relais poste commerçant;;;;5120.0;ST MARTIN DE QUEYRIERES;FRANCE;44.840793;6.585659;44.840793, 6.585659;Géocodé au centre de la commune;492201222.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00749A;VENTAVON AP;Agence postale;;;;5300.0;VENTAVON;FRANCE;44.370695;5.905948;44.370695, 5.905948;Géocodé au centre de la commune;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00750A;VEYNES;Bureau de poste;AVENUE DU 8 MAI 1945;;;5400.0;VEYNES;FRANCE;44.533746;5.821095;44.533746, 5.821095;Géocodé au numéro;3631.0;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
00751A;LES VIGNEAUX AP;Agence postale;;;;5120.0;LES VIGNEAUX;FRANCE;44.824498;6.538869;44.824498, 6.538869;Géocodé au centre de la commune;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00756A;GAP TOKORO BP;Bureau de poste;GALERIE COMMERCIALE GEANT CASINO;;;5000.0;GAP;FRANCE;44.568794;6.105278;44.568794, 6.105278;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
00758A;ORCIERES MERLETTE AP;Agence postale;;;;5170.0;ORCIERES;FRANCE;44.682699;6.323166;44.682699, 6.323166;Géocodé au centre de la commune;492556194.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00760A;LA BEAUME AP;Agence postale;;;;5140.0;LA BEAUME;FRANCE;44.552993;5.635909;44.552993, 5.635909;Géocodé au centre de la commune;492586561.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00768A;ASPREMONT AP;Agence postale;21 AVENUE CARAVADOSSI;HOTEL DE VILLE;;6790.0;ASPREMONT;FRANCE;43.7837;7.242974;43.7837, 7.242974;Géocodé au numéro;493204643.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00774A;BENDEJUN AP;Agence postale;;MAIRIE;;6390.0;BENDEJUN;FRANCE;43.835592;7.295149;43.835592, 7.295149;Géocodé au centre de la commune;493917474.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00775A;BERRE LES ALPES AP;Agence postale;39 AVENUE PAUL GRANET;;;6390.0;BERRE LES ALPES;FRANCE;43.8302;7.32729;43.8302, 7.32729;Géocodé au numéro;493918007.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00776A;BEUIL AP;Agence postale;LE VILLAGE;;;6470.0;BEUIL;FRANCE;44.094298;6.990227;44.094298, 6.990227;Géocodé au milieu de la rue;493023123.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00781A;BONSON AP;Agence postale;PLACE M SCOFFIER;;;6830.0;BONSON;FRANCE;43.862695;7.190168;43.862695, 7.190168;Géocodé au milieu de la rue;492085839.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00782A;BOUYON AP;Agence postale;12 ROUTE DE BEZAUDUN;;;6510.0;BOUYON;FRANCE;43.825498;7.1233;43.825498, 7.1233;Géocodé au numéro;493590616.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00787A;CAGNES SUR MER LITTORAL;Bureau de poste;6 AVENUE DE LA SERRE;;;6800.0;CAGNES SUR MER;FRANCE;43.655294;7.157392;43.655294, 7.157392;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui
00793A;CASTAGNIERS AP;Agence postale;;;;6670.0;CASTAGNIERS;FRANCE;43.7907;7.23158;43.7907, 7.23158;Géocodé au numéro;493080500.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00801A;COURSEGOULES AP;Agence postale;LE SAINT ELOI;;;6140.0;COURSEGOULES;FRANCE;43.793996;7.042251;43.793996, 7.042251;Géocodé au centre de la commune;493586885.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00804A;L ESCARENE BP;Bureau de poste;10 BOULEVARD DOCTEUR ROUX;;;6440.0;L ESCARENE;FRANCE;43.833884;7.356943;43.833884, 7.356943;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00811A;LA GAUDE BP;Bureau de poste;7 RUE LOUIS MICHEL FERAUD;;;6610.0;LA GAUDE;FRANCE;43.721893;7.152637;43.721893, 7.152637;Géocodé au numéro;3631.0;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00813A;GORBIO AP;Agence postale;AVENUE DE  VERDUN;;;6500.0;GORBIO;FRANCE;43.786497;7.442893;43.786497, 7.442893;Géocodé au numéro;492109086.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00814A;GRASSE FRAGONARD;Bureau de poste;9 BOULEVARD FRAGONARD;;;6130.0;GRASSE;FRANCE;43.6571;6.923121;43.6571, 6.923121;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui
00821A;MALAUSSENE AP;Agence postale;;;;6710.0;MALAUSSENE;FRANCE;43.927096;7.130499;43.927096, 7.130499;Géocodé au centre de la commune;493053400.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00825A;MOUGINS BP;Bureau de poste;PARKING STE ANNE;;;6250.0;MOUGINS;FRANCE;43.6013;6.996279;43.6013, 6.996279;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non
00831A;PEILLON AP;Agence postale;750 AVENUE DE L HOTEL DE VILLE;SAINTE THECLE;;6440.0;PEILLON;FRANCE;43.7692;7.367469;43.7692, 7.367469;Géocodé au numéro;493799337.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00832A;LA PENNE AP;Agence postale;;;;6260.0;LA PENNE;FRANCE;43.927997;6.948443;43.927997, 6.948443;Géocodé au centre de la commune;493058429.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00833A;PEONE VALBERG BP;Bureau de poste;1 PLACE PLAZA;;VALBERG;6470.0;PEONE;FRANCE;44.096295;6.932566;44.096295, 6.932566;Géocodé au centre de la commune;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00834A;PEYMEINADE;Bureau de poste;65 AVENUE DE BOUTINY;;;6530.0;PEYMEINADE;FRANCE;43.643694;6.881961;43.643694, 6.881961;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
00838A;ROQUEBRUNE CAP MARTIN PRINCIPAL BP;Bureau de poste;45 AVENUE PAUL DOUMER;;;6190.0;ROQUEBRUNE CAP MARTIN;FRANCE;43.757699;7.474498;43.757699, 7.474498;Géocodé au numéro;3631.0;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00839A;ROQUEFORT LES PINS;Bureau de poste;PLACE DE MOUGINS;QUARTIER DU PLAN;;6330.0;ROQUEFORT LES PINS;FRANCE;43.667196;7.047499;43.667196, 7.047499;Géocodé au centre de la commune;3631.0;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00849A;SAINT ETIENNE DE TINEE;Bureau de poste;10 RUE DES COMMUNES DE FRANCE;;;6660.0;ST ETIENNE DE TINEE;FRANCE;44.254851;6.925039;44.254851, 6.925039;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00851A;SAINT JEANNET BP;Bureau de poste;40 RUE DU VALLON;;;6640.0;ST JEANNET;FRANCE;43.7488;7.143559;43.7488, 7.143559;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00859A;SAORGE BP;Bureau de poste;RUE CARRERA DE MEDJE;;;6540.0;SAORGE;FRANCE;43.9868;7.552683;43.9868, 7.552683;Géocodé au centre de la commune;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00860A;SIGALE AP;Agence postale;6 PLACE DE L EGLISE;;;6910.0;SIGALE;FRANCE;43.871691;6.964424;43.871691, 6.964424;Géocodé au milieu de la rue;493058009.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00862A;SPERACEDES AP;Agence postale;11 BVD DU DOCTEUR SAUVY;;;6530.0;SPERACEDES;FRANCE;43.648181;6.857819;43.648181, 6.857819;Géocodé au numéro;493605950.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00864A;LE TIGNET AP;Agence postale;ROUTE DE DRAGUIGNAN;CENTRE COMMERCIAL CHAMPION;;6530.0;LE TIGNET;FRANCE;43.639593;6.846601;43.639593, 6.846601;Géocodé au centre de la commune;493660935.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00866A;LA TOUR AP;Agence postale;RUE PRINCIPALE;;;6420.0;LA TOUR;FRANCE;43.945994;7.183245;43.945994, 7.183245;Géocodé au milieu de la rue;493020531.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00875A;VENCE;Bureau de poste;83 AVENUE VICTOR TUBY;;;6140.0;VENCE;FRANCE;43.7238;7.106928;43.7238, 7.106928;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00877A;VILLEFRANCHE SUR MER BP;Bureau de poste;6 AVENUE ALBERT 1ER;;;6230.0;VILLEFRANCHE SUR MER;FRANCE;43.703481;7.309669;43.703481, 7.309669;Géocodé au numéro;3631.0;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00882A;NICE RUE DE FRANCE BP;Bureau de poste;35 RUE DE FRANCE;;;6000.0;NICE;FRANCE;43.696098;7.262166;43.696098, 7.262166;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non
00886A;ANTIBES SEMBOULES AP;Agence postale;PLACE CHARLES CROS;MAIRIE ANNEXE;LES SEMBOULES;6600.0;ANTIBES;FRANCE;43.596493;7.068968;43.596493, 7.068968;Géocodé au milieu d un îlot;493740853.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00896A;NICE COMTE VERT BP;Bureau de poste;2 RUE COMTE VERT;;;6300.0;NICE;FRANCE;43.735297;7.299742;43.735297, 7.299742;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non
00911A;CANNES HESPERIDES BP;Bureau de poste;RES LA PRESQU ILE RUE CL PONS;;;6400.0;CANNES;FRANCE;43.543498;7.038448;43.543498, 7.038448;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00918A;NICE MADELEINE BP;Bureau de poste;189 BOULEVARD DE LA MADELEINE;;;6000.0;NICE;FRANCE;43.706295;7.232147;43.706295, 7.232147;Géocodé au numéro;3631.0;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00922A;GRASSE LA BLAQUIERE AP;Agence postale;CENTRE COMMERCIAL LA BLAQUIERE;;;6130.0;GRASSE;FRANCE;43.643292;6.94486;43.643292, 6.94486;Géocodé au milieu d un îlot;493702513.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00928A;GRASSE ST CLAUDE;Bureau de poste;1 CHEMIN DES GARDES;BATIMENT A QUARTIER SAINT CLAUDE;;6130.0;GRASSE;FRANCE;43.649693;6.933437;43.649693, 6.933437;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui
00936A;MONACO CONDAMINE BP;Bureau de poste;17 RUE GRIMALDI;;MONACO CONDAMINE;98000.0;MONACO;FRANCE;;;;;3631.0;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00941A;NICE GRIMALDI BP;Bureau de poste;20 RUE MARECHAL JOFFRE;;;6000.0;NICE;FRANCE;43.698895;7.265412;43.698895, 7.265412;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
00954A;MONACO VILLE BP;Bureau de poste;PLACE DE LA MAIRIE;;MONACO VILLE;98000.0;MONACO;FRANCE;;;;;3631.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00963A;ANTIBES LAVAL BP;Bureau de poste;47 AVENUE PHILIPPE ROCHAT;;;6600.0;ANTIBES;FRANCE;43.585994;7.112146;43.585994, 7.112146;Géocodé au numéro;3631.0;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
00972A;MONTE CARLO LARVOTTO BP;Bureau de poste;35 AV  PRINCESSE GRACE;;;98001.0;MONTE CARLO;FRANCE;;;;;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00974A;CANNES PONT DES GABRES BP;Bureau de poste;7 BOULEVARD DE LORRAINE;RESIDENCE EDEN PALACE III;;6400.0;CANNES;FRANCE;43.551895;7.028989;43.551895, 7.028989;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
00975A;CANNES LE SUQUET BP;Bureau de poste;13 RUE SAINT DIZIER;VILLA RIMBAUD;;6400.0;CANNES;FRANCE;43.550899;7.008148;43.550899, 7.008148;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
00977A;CANNES AVENUE DE GRASSE BP;Bureau de poste;161 AVENUE DE GRASSE;;;6400.0;CANNES;FRANCE;43.556791;7.00681;43.556791, 7.00681;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
00995A;ANTRAIGUES SUR VOLANE AP;Agence postale;MONTEE DE LA CROISETTE;;;7530.0;ANTRAIGUES SUR VOLANE;FRANCE;44.718229;4.357417;44.718229, 4.357417;Géocodé au numéro;475387283.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01010A;BOULIEU LES ANNONAY BP;Bureau de poste;PLACE DE LA FONTAINE;;;7100.0;BOULIEU LES ANNONAY;FRANCE;45.270514;4.666238;45.270514, 4.666238;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non
01012A;BURZET AP;Agence postale;GRANDE RUE;;;7450.0;BURZET;FRANCE;44.739793;4.244889;44.739793, 4.244889;Géocodé au centre de la commune;475944320.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01021A;CHOMERAC BP;Bureau de poste;RUE DE L EGLISE;;;7210.0;CHOMERAC;FRANCE;44.707642;4.66129;44.707642, 4.66129;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01023A;COLOMBIER LE VIEUX AP;Agence postale;AU BOURG;;;7410.0;COLOMBIER LE VIEUX;FRANCE;45.065792;4.696241;45.065792, 4.696241;Géocodé au centre de la commune;475067768.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01031A;DAVEZIEUX;Bureau de poste;19 RUE DES JARDINS DE TARTAVEL;;;7430.0;DAVEZIEUX;FRANCE;45.25714;4.705523;45.25714, 4.705523;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui
01039A;FLAVIAC AP;Agence postale;PLACE JEAN JAURES;;;7000.0;FLAVIAC;FRANCE;44.74732;4.675904;44.74732, 4.675904;Géocodé au numéro;475294621.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01047A;LABASTIDE SUR BESORGUES AP;Agence postale;AU BOURG;;;7600.0;LABASTIDE SUR BESORGUES;FRANCE;44.724709;4.303044;44.724709, 4.303044;Géocodé au numéro;475880196.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01052A;LACHAMP RAPHAEL AP;Agence postale;AU BOURG;;;7530.0;LACHAMP RAPHAEL;FRANCE;44.810291;4.290228;44.810291, 4.290228;Géocodé au centre de la commune;475375973.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01061A;LAURAC EN VIVARAIS AP;Agence postale;RUE DES FRERES SERDIEU;;;7110.0;LAURAC EN VIVARAIS;FRANCE;44.508978;4.290312;44.508978, 4.290312;Géocodé au numéro;475936506.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01062A;LAVILLEDIEU BP;Bureau de poste;QUARTIER LE BARRY;;;7170.0;LAVILLEDIEU;FRANCE;44.574786;4.454008;44.574786, 4.454008;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02147A;ARLES LE SAMBUC;Bureau de poste;2 IMPASSE DE LA POSTE;;LE SAMBUC;13200.0;ARLES;FRANCE;43.525631;4.705944;43.525631, 4.705944;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non
